LFQ intensity M10/S1	LFQ intensity M10/S2	LFQ intensity M10/S3	LFQ intensity M10/S5	LFQ intensity M11/G1	LFQ intensity M11/G2	LFQ intensity M11/G4	LFQ intensity M11/G5	LFQ intensity M12/S1	LFQ intensity M12/S4	LFQ intensity M13/G1	LFQ intensity M13/G2	LFQ intensity M13/G3	LFQ intensity M13/G4	LFQ intensity M13/G5	LFQ intensity M14/S3	LFQ intensity M14/S4	LFQ intensity M14/S5	LFQ intensity M15/S1	LFQ intensity M15/S10	LFQ intensity M15/S11	LFQ intensity M15/S2	LFQ intensity M15/S3	LFQ intensity M15/S4	LFQ intensity M15/S5	LFQ intensity M15/S6	LFQ intensity M15/S7	LFQ intensity M15/S8	LFQ intensity M15/S9	LFQ intensity M16/G1	LFQ intensity M16/G2	LFQ intensity M16/G3	LFQ intensity M16/G4	LFQ intensity M16/G5	LFQ intensity M17/G1	LFQ intensity M17/G2	LFQ intensity M17/G3	LFQ intensity M17/G4	LFQ intensity M17/G5	LFQ intensity M18/S1	LFQ intensity M18/S2	LFQ intensity M18/S3	LFQ intensity M18/S4	LFQ intensity M19/S1	LFQ intensity M19/S2	LFQ intensity M19/S3	LFQ intensity M19/S4	LFQ intensity M19/S5	LFQ intensity M19/S6	LFQ intensity M20/G1	LFQ intensity M20/G2	LFQ intensity M20/G3	LFQ intensity M20/G4	LFQ intensity M20/G5	LFQ intensity M20/G6	LFQ intensity M21/G2	LFQ intensity M21/G3	LFQ intensity M21/G4	LFQ intensity M23/G1	LFQ intensity M23/G10	LFQ intensity M23/G2	LFQ intensity M23/G3	LFQ intensity M23/G4	LFQ intensity M23/G5	LFQ intensity M23/G6	LFQ intensity M23/G7	LFQ intensity M23/G8	LFQ intensity M23/G9	LFQ intensity M24/S3	LFQ intensity M24/S4	LFQ intensity M24/S8	LFQ intensity M25/G1	LFQ intensity M25/G2	LFQ intensity M25/G3	LFQ intensity M25/G5	LFQ intensity M25/G6	LFQ intensity M25/G7	LFQ intensity M26/S1	LFQ intensity M26/S2	LFQ intensity M26/S3	LFQ intensity M26/S4	LFQ intensity M27/S1	LFQ intensity M27/S2	LFQ intensity M27/S3	LFQ intensity M27/S4	LFQ intensity M27/S5	LFQ intensity M27/S6	LFQ intensity M29/S1	LFQ intensity M29/S2	LFQ intensity M29/S3	LFQ intensity M29/S4	LFQ intensity M4/G1	LFQ intensity M4/G2	LFQ intensity M4/G3	LFQ intensity M4/G4	LFQ intensity M5/S1	LFQ intensity M5/S2	LFQ intensity M5/S3	LFQ intensity M5/S4	LFQ intensity M5/S5	LFQ intensity M5/S6	LFQ intensity M6/G1	LFQ intensity M6/G2	LFQ intensity M6/G3	LFQ intensity M6/G4	LFQ intensity M6/G5	LFQ intensity M6/G6	LFQ intensity M6/G7	LFQ intensity M6/G8	LFQ intensity M6/G9	LFQ intensity M7/S1	LFQ intensity M7/S3	LFQ intensity M7/S4	LFQ intensity M7/S5	LFQ intensity M7/S6	LFQ intensity M8/G1	LFQ intensity M8/G2	LFQ intensity M8/G3	LFQ intensity M8/G4	LFQ intensity M8/G5	LFQ intensity M8/G6	LFQ intensity M9/S1	LFQ intensity M9/S10	LFQ intensity M9/S11	LFQ intensity M9/S12	LFQ intensity M9/S3	LFQ intensity M9/S4	LFQ intensity M9/S6	LFQ intensity M9/S7	LFQ intensity M9/S8	LFQ intensity M9/S9	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names
7766300	134030000	0	0	0	0	0	0	0	18352000	0	0	0	0	0	0	0	5485400	0	1408000	0	0	0	0	0	80754000	2582200	0	0	0	0	30718000	0	0	0	0	5109100	0	0	185670000	121110000	83233000	853160000	47649000	0	0	23520000	0	0	0	1111000	8938800	0	0	0	12949000	0	0	0	0	0	0	0	0	0	1565000000	0	0	0	0	0	0	0	375300000	0	0	0	0	774000000	0	0	1341700000	128740000	0	63584000	0	0	13198000	7806700	0	0	8398900	0	0	0	45976000	10617000	0	0	0	0	0	0	0	0	22155000	0	0	15157000	15425000	7045700	51045000	856840000	0	3751700000	0	0	0	0	0	0	0	0	0	6124400	0	0	0	0	0	0	11	11	11	38.1	38.1	38.1	31.043	0	75.38	3380100000	137	Q99M20;A0A0B6VJJ9	Q99M20;A0A0B6VJJ9		Klk10
46751000	66169000	11779000	0	22855000	27578000	36363000	39216000	27322000	68911000	18543000	33636000	23160000	65947000	51558000	17123000	21127000	31866000	24592000	71916000	22345000	31986000	18799000	57869000	32525000	29507000	22248000	69121000	28952000	72711000	60693000	39307000	103490000	70460000	63552000	26459000	51365000	58923000	42983000	29043000	55517000	57787000	53802000	42579000	40143000	24429000	36051000	16618000	32002000	57189000	62947000	79940000	34842000	44493000	42041000	46811000	45907000	65999000	41924000	35544000	46402000	43196000	67331000	41147000	30807000	54655000	56912000	25348000	55868000	31940000	27835000	47477000	65663000	32720000	57434000	53209000	43805000	109370000	14172000	30779000	16744000	99822000	45370000	50129000	39300000	39550000	23128000	34652000	72308000	19562000	50407000	32482000	25300000	43458000	24838000	51095000	21279000	16147000	22988000	58021000	15271000	15749000	35525000	26262000	55592000	23139000	46493000	34455000	57946000	26658000	31352000	42371000	77559000	63975000	58750000	33596000	25996000	54470000	68246000	30781000	67639000	30634000	76472000	33558000	31684000	36033000	22964000	62654000	35759000	36094000	13492000	11	11	11	16.2	16.2	16.2	97.112	0	37.609	2594100000	314	Q3TFE8;Q7TSZ6;P70168;Q3UHW8	Q3TFE8;Q7TSZ6;P70168;Q3UHW8	Importin subunit beta-1	Kpnb1
23860000	18384000	53918000	92357000	44837000	26180000	35974000	41410000	38867000	0	36138000	29884000	24121000	0	25982000	34848000	21222000	23416000	17826000	26293000	0	24683000	39426000	22976000	51116000	31848000	41455000	24471000	33356000	28323000	33115000	34005000	11517000	35590000	0	25111000	13735000	23353000	23325000	35016000	31871000	40713000	19688000	34426000	30931000	22658000	28043000	72159000	39832000	13958000	13396000	0	41393000	23192000	20524000	30130000	26277000	16811000	21095000	36237000	31174000	47200000	23324000	26204000	20142000	15714000	21934000	21710000	38567000	0	28063000	36318000	33714000	0	43166000	16143000	35539000	43428000	28894000	39029000	26416000	0	31160000	25218000	30973000	25383000	24137000	39037000	35506000	39054000	34510000	25184000	24957000	27756000	23366000	23574000	23875000	56337000	52315000	44607000	75414000	51518000	31346000	57105000	21040000	0	20854000	53297000	32075000	33970000	26877000	32039000	18559000	38072000	0	48608000	32340000	51415000	23293000	31975000	39474000	37973000	17985000	24554000	19327000	26792000	40229000	34180000	23355000	26680000	28304000	11	11	11	22.8	22.8	22.8	75.596	0	79.052	1912500000	217	Q5XJE5	Q5XJE5	RNA polymerase-associated protein LEO1	Leo1
40435000	0	0	0	11953000	30258000	23411000	15616000	0	37845000	14467000	28181000	21911000	0	24123000	0	0	25208000	0	35603000	0	0	0	35817000	14140000	15901000	25845000	31871000	0	0	13366000	16978000	20275000	0	22221000	26217000	48229000	24261000	36306000	15088000	0	16425000	0	27149000	0	0	17982000	0	0	34130000	23410000	27356000	35422000	26829000	0	0	28748000	32264000	22046000	0	44782000	28387000	31098000	18681000	25554000	0	23199000	0	26013000	17428000	0	23577000	0	0	25515000	0	0	0	0	0	0	0	28833000	24101000	22877000	0	18635000	17806000	22511000	23378000	0	0	14141000	28273000	17127000	32158000	21147000	0	22297000	10107000	6274200	18423000	21913000	15738000	26648000	0	34691000	24721000	20594000	17072000	19891000	0	0	0	0	0	30036000	24869000	47159000	0	0	0	30595000	21419000	27937000	29149000	30634000	23672000	0	19353000	0	11	11	11	28.5	28.5	28.5	61.273	0	78.691	1239700000	139	Q3U944;Q9D0F3;D3Z5B9	Q3U944;Q9D0F3	Protein ERGIC-53	Lman1
29114000	16178000	0	0	0	14294000	0	0	0	24886000	0	16416000	11023000	9363300	19861000	0	9716000	0	0	24494000	0	16838000	0	0	0	0	10170000	20451000	13261000	0	0	0	0	0	13484000	0	0	13861000	14166000	0	0	0	0	0	13025000	0	0	0	10586000	15989000	14346000	17629000	17737000	19933000	11809000	0	0	22891000	0	11728000	12600000	0	6414000	14769000	14775000	0	22311000	10861000	0	18618000	0	0	13964000	0	9270500	23654000	13845000	0	0	0	0	0	11939000	0	0	0	17671000	13674000	0	12475000	0	0	15346000	0	9998400	13789000	0	0	0	0	0	0	0	0	10887000	0	15164000	0	24053000	10469000	17532000	0	0	18371000	0	13613000	0	0	28036000	16569000	8276000	0	11728000	11298000	0	15506000	12583000	10419000	0	12225000	0	11	11	11	3.3	3.3	3.3	504.77	0	9.0001	520940000	46	A0A0R4J0I9;Q91ZX7;Q3U454;Q3U5J2	A0A0R4J0I9;Q91ZX7;Q3U454	Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain	Lrp1
0	0	9429900	21050000	59546000	0	17544000	15153000	8642800	9234200	4643400	0	7218500	8922500	6385000	0	0	4020700	0	4938400	0	0	21278000	0	11993000	30607000	10133000	0	4854100	14755000	13350000	7889300	0	8224000	8559500	14578000	10467000	0	5504400	44336000	27590000	12913000	0	9371400	4014800	0	0	8695600	12212000	0	0	0	7506500	0	5613200	6821600	10515000	0	0	4310700	9884200	16405000	4107000	6663700	18527000	0	0	0	6874100	7519000	5455600	8542500	2959200	0	19737000	0	0	6417800	30799000	6726200	0	0	19435000	0	10871000	0	0	25918000	29686000	12476000	12034000	0	0	0	5998200	0	0	35135000	0	18403000	22137000	27078000	17037000	12089000	5346400	0	5489800	11645000	6901800	18088000	8421200	31381000	10426000	0	0	9024600	0	13441000	0	6676700	13474000	13364000	5988500	19457000	0	12112000	5577500	13637000	0	12178000	16248000	11	11	11	26.5	26.5	26.5	43.735	0	69.864	642080000	152	Q08288;D3YU83;D3Z5X8;D3Z7N3;D3Z345;D6RDT2;D3Z009	Q08288	Cell growth-regulating nucleolar protein	Lyar
0	0	0	0	11500000	0	6305600	4390900	0	7298100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5866500	6319100	0	0	0	0	0	0	9756500	0	0	0	0	0	0	0	0	0	0	0	0	5721100	4856700	0	0	0	8580300	0	0	0	0	0	6041600	0	0	0	0	0	0	0	0	0	0	0	10108000	0	0	17701000	0	0	0	0	7076000	0	0	0	0	0	0	0	7613200	0	0	0	0	0	0	0	0	10086000	0	0	6525100	0	0	0	0	0	0	15428000	0	0	0	0	0	0	0	0	0	6348900	0	0	0	6188300	7224300	0	0	8946400	0	0	0	11	11	11	20.9	20.9	20.9	83.54	0.00061331	7.3857	225640000	30	Q9WTX8;Q3TDV6	Q9WTX8	Mitotic spindle assembly checkpoint protein MAD1	Mad1l1
0	0	0	0	0	0	0	0	0	7893900	0	11249000	0	0	11930000	0	13213000	0	8820800	20912000	0	12815000	0	0	0	0	0	7053500	0	0	0	11892000	0	0	21720000	10380000	29253000	0	9087000	0	0	0	0	0	0	0	12135000	0	7877700	22782000	18010000	10319000	13328000	15664000	0	0	10777000	8705100	0	0	9794000	17951000	12966000	13729000	0	0	0	0	0	39310000	0	0	0	0	0	0	0	0	0	11980000	18582000	0	0	25043000	0	10915000	9002300	0	0	0	0	0	8596700	9270000	15403000	11598000	20129000	0	0	8620100	0	0	0	0	9283300	0	12788000	0	8912500	7999500	19935000	0	0	15679000	0	0	0	0	12003000	0	7904400	0	6736300	9337900	12943000	10244000	14240000	6195900	0	7203800	0	11	11	11	20.2	20.2	20.2	81.292	0	11.773	406690000	57	Q544J8;Q9R0R1	Q544J8;Q9R0R1	Melanotransferrin	Mfi2
17425000	0	47123000	40605000	23995000	15534000	14248000	39198000	30875000	10809000	19073000	19827000	7369600	0	15095000	14163000	21950000	11900000	9002100	0	25096000	17411000	40478000	20918000	43263000	8311100	25726000	18700000	21958000	47216000	26988000	16794000	6351300	34825000	9255700	18383000	0	13889000	11074000	7031100	17890000	12000000	6338500	15470000	25017000	40065000	17071000	38928000	22561000	9681100	9685600	7032000	11608000	10494000	11521000	10711000	12712000	18532000	20163000	27753000	16797000	33203000	17226000	0	10354000	0	17858000	22442000	28195000	8500700	33435000	19566000	38730000	24053000	41255000	14377000	21831000	31223000	23101000	23268000	22001000	0	17872000	17456000	11521000	23985000	9157000	17918000	16775000	17055000	17035000	13396000	8139100	13150000	0	16239000	12714000	27269000	38387000	46601000	24205000	20498000	33815000	16859000	13281000	19201000	11977000	16805000	10076000	17576000	18871000	15979000	0	26036000	0	20205000	33086000	23359000	17106000	18332000	22160000	25037000	12839000	18093000	12525000	18437000	14781000	10354000	10598000	8973700	26985000	11	11	11	45.8	45.8	45.8	29.298	0	22.163	1161800000	240	Q99LX5	Q99LX5	Multiple myeloma tumor-associated protein 2 homolog	Mmtag2
38802000	0	0	18281000	17616000	22012000	14434000	21517000	19995000	21480000	22039000	23780000	16434000	16844000	24742000	18845000	21575000	19224000	18864000	26928000	27984000	23546000	29313000	19626000	21526000	19509000	19805000	18391000	23091000	20371000	20419000	26961000	14627000	19690000	19481000	16095000	24141000	23441000	22432000	20657000	14416000	17056000	25604000	19202000	24260000	0	26080000	20964000	23432000	20553000	26432000	34104000	21663000	25755000	23534000	30061000	17328000	22970000	20890000	22955000	21304000	14752000	19334000	19274000	18397000	0	19534000	28389000	17861000	22033000	18524000	23532000	15146000	31887000	19418000	0	20957000	26523000	0	22048000	23815000	0	19497000	19702000	16668000	22247000	15864000	19379000	25484000	16867000	24151000	24855000	31677000	20958000	23627000	26296000	21088000	20878000	22054000	27540000	15098000	16311000	18812000	20168000	21834000	22695000	21369000	23786000	21708000	20846000	26171000	15303000	0	17850000	0	25450000	21260000	17449000	19812000	21892000	24397000	24183000	22405000	20264000	17920000	17944000	22690000	25473000	25838000	24070000	22313000	11	11	11	38.9	38.9	38.9	47.7	0	71.614	1326400000	176	Q684Q6;B7ZCL8;A2AN84;Q542P4;P70290;B7ZCL9;B7ZCM0;Q3THA8;B7ZCM1;D6RFD5	Q684Q6;B7ZCL8;A2AN84;Q542P4;P70290;B7ZCL9	55 kDa erythrocyte membrane protein	Mpp1
28327000	26860000	0	0	18497000	13214000	17540000	12559000	0	20037000	0	0	18875000	41407000	12054000	0	0	11063000	13496000	18505000	0	0	0	30088000	0	0	13114000	31382000	9813400	0	15623000	10599000	0	16472000	11399000	9442600	0	13113000	9776800	20120000	0	0	0	18465000	9588900	0	12008000	0	0	18799000	25677000	30738000	21553000	13651000	9137000	33321000	32794000	55225000	33032000	0	47589000	12268000	59863000	0	17579000	0	23407000	0	6810600	25667000	0	18656000	26331000	11592000	11788000	25512000	15160000	16300000	0	0	0	0	19411000	17256000	0	15088000	0	6106800	0	9577400	0	0	16339000	19743000	10153000	13450000	0	0	0	10190000	0	0	20581000	4316700	19267000	11177000	14739000	11403000	25787000	13721000	0	0	0	40858000	0	23785000	16118000	0	28179000	7303900	27342000	0	38061000	8539200	18163000	14446000	0	0	0	21472000	0	11	11	11	14.1	14.1	14.1	121.94	0	14.589	841050000	85	Q9WTI7	Q9WTI7	Unconventional myosin-Ic	Myo1c
7524700	0	13884000	0	11815000	16810000	24079000	17067000	15109000	29786000	9784900	18690000	11459000	19104000	18543000	0	0	16094000	16519000	20509000	0	14679000	9063900	31151000	23017000	13064000	14155000	21949000	0	11621000	29456000	20146000	20835000	20982000	23806000	25594000	23906000	19064000	21000000	10832000	34600000	30539000	10330000	17762000	13340000	14755000	22755000	0	12924000	18749000	20535000	31258000	13376000	12670000	17560000	19508000	23228000	26768000	21660000	23232000	15785000	19000000	16460000	16453000	9491800	0	24776000	16535000	15809000	0	18549000	19452000	19067000	17683000	17419000	17909000	20998000	39988000	0	18890000	13347000	0	33101000	25835000	20682000	9655600	17474000	18561000	27661000	16430000	19280000	18821000	14935000	26180000	12449000	19928000	14427000	9486900	16800000	14099000	13417000	13916000	24464000	13172000	24378000	18005000	15456000	12800000	11279000	14788000	14460000	29107000	16375000	22084000	0	17687000	13363000	24292000	23456000	19911000	28600000	21090000	19734000	15222000	17834000	18477000	20785000	21797000	14521000	19135000	13852000	11	11	11	17	17	17	101.09	0	32.93	1138900000	139	G3X8Y3;A0A0A6YW80;Q80UM3;Q8K2S4;A0A0A6YX86;E9PZ53;Q9DBB4	G3X8Y3;A0A0A6YW80;Q80UM3	N-alpha-acetyltransferase 15, NatA auxiliary subunit	Naa15
86729000	38937000	70874000	137270000	87476000	73731000	110290000	60838000	73502000	30421000	82228000	51625000	84188000	93529000	31924000	45912000	67442000	75172000	98101000	49679000	0	55743000	67518000	32567000	72272000	81247000	80113000	51685000	50036000	50898000	85661000	97897000	51075000	47454000	32807000	96536000	60219000	59115000	18058000	125620000	90317000	94320000	116170000	59653000	38670000	62875000	79316000	59971000	73945000	37841000	41634000	45777000	43428000	42513000	31272000	49676000	51555000	43870000	63118000	40291000	17970000	65890000	11821000	44899000	79234000	114280000	61179000	78008000	79438000	60213000	54367000	86168000	28253000	56742000	59050000	46471000	67748000	49061000	106580000	60186000	70685000	172310000	103990000	39538000	134650000	41025000	81814000	98662000	72102000	89396000	57360000	40492000	36563000	44947000	76574000	39641000	66439000	74760000	53780000	62323000	70309000	114350000	69287000	35341000	88064000	62487000	66773000	66606000	29463000	67984000	75955000	89413000	160580000	53450000	89095000	53234000	36942000	142230000	50272000	36662000	40142000	72127000	39893000	65654000	81472000	71947000	56154000	85055000	82589000	56206000	83445000	11	11	11	45.6	45.6	45.6	27.285	0	111.32	4255700000	439	Q9D6J6;M0QWP9	Q9D6J6	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Ndufv2
45686000	24013000	39016000	24130000	16750000	41871000	15333000	20608000	37662000	24774000	32012000	45110000	28490000	22397000	35699000	54759000	0	38776000	34810000	30216000	23621000	39271000	34594000	20447000	34951000	22175000	34600000	30767000	47711000	0	37649000	23559000	15795000	26118000	32017000	30587000	26851000	41952000	37031000	17429000	9265300	23060000	0	29456000	37635000	42715000	32298000	48158000	37629000	35743000	0	0	28286000	38797000	50732000	30531000	31692000	26630000	25579000	26243000	25798000	26694000	25062000	25882000	22884000	0	39143000	39126000	21531000	18022000	14005000	26965000	36594000	34213000	15583000	22573000	34780000	25723000	12944000	39455000	34596000	0	23660000	40586000	22201000	44078000	22318000	22932000	19604000	25996000	21088000	29328000	36285000	41493000	34363000	40465000	48399000	32966000	48547000	17990000	29484000	19248000	38203000	49042000	37806000	25866000	31690000	32624000	26035000	28711000	37106000	22943000	9608900	33650000	0	32778000	48058000	36674000	38511000	29577000	26176000	38670000	23112000	26322000	33432000	26994000	43116000	32922000	34764000	34619000	25638000	11	11	11	16.4	16.4	16.4	105.61	0	73.354	1917100000	366	P25799;A0A0G2JGK6	P25799	Nuclear factor NF-kappa-B p105 subunit;Nuclear factor NF-kappa-B p50 subunit	Nfkb1
22108000	22723000	0	0	12683000	14740000	19793000	13331000	11539000	16191000	13403000	0	11548000	0	17208000	14004000	0	13839000	14724000	16756000	0	0	0	20137000	0	0	14987000	0	0	14948000	15721000	12841000	0	0	0	10864000	0	22146000	15096000	11436000	18720000	34365000	0	18396000	0	0	11934000	0	0	15639000	10918000	0	18191000	0	10063000	18134000	0	21004000	28300000	0	0	0	21036000	15583000	11190000	0	19691000	0	18693000	16702000	22117000	0	0	0	0	21504000	23076000	0	0	0	0	24650000	0	19292000	16511000	0	13535000	12335000	0	10868000	0	22887000	15421000	0	18936000	28168000	14787000	0	0	0	9546300	10414000	14554000	13937000	18425000	16898000	23898000	0	19166000	0	0	18853000	0	0	0	0	18541000	18753000	21905000	0	10438000	0	17399000	18553000	14075000	20163000	0	18157000	15482000	0	0	11	11	11	47.3	47.3	47.3	41.745	0	25.338	801940000	94	Q9EQ80;Q5FWC8;Q3V2R8;D3Z0G0;Q8C608;Q9D146;A1L328;E9PWJ6	Q9EQ80;Q5FWC8;Q3V2R8;D3Z0G0;Q8C608;Q9D146	NIF3-like protein 1	Nif3l1
72801000	32833000	36709000	25403000	26468000	56632000	53523000	50893000	39401000	53920000	63653000	52988000	67253000	44010000	58808000	34422000	88939000	61096000	41484000	62684000	33973000	51640000	41115000	44580000	42790000	24907000	67914000	68065000	56783000	72484000	57580000	47223000	62292000	60331000	32233000	69360000	40243000	41250000	65902000	27985000	34599000	45185000	59330000	56985000	38944000	45566000	56919000	44313000	43473000	56120000	24412000	39960000	55823000	76213000	55077000	50362000	58673000	40018000	72216000	57884000	60949000	51420000	64055000	45039000	48226000	45744000	64500000	57608000	67566000	61618000	41405000	41468000	40430000	54901000	78863000	45804000	47205000	59487000	39209000	57809000	54089000	30494000	62645000	51855000	40343000	47520000	33616000	44346000	37752000	53611000	49988000	32974000	69544000	72320000	50311000	46688000	47168000	30841000	44482000	79361000	68305000	50583000	45208000	41947000	101260000	45359000	57787000	54863000	55531000	46438000	42685000	38077000	25721000	58317000	34767000	82941000	54715000	46309000	67821000	56972000	57174000	63727000	66744000	64122000	53918000	48252000	50446000	38051000	44213000	36942000	35580000	11	11	11	32.6	32.6	32.6	55.955	0	311.74	3254500000	433	Q3UD03;Q3TCV9;Q6NSR8;Q3U199;F6T2H5;Q6ZPF7;Q3UMV8	Q3UD03;Q3TCV9;Q6NSR8;Q3U199	Probable aminopeptidase NPEPL1	Npepl1
26722000	19178000	0	12178000	14904000	14311000	17776000	19354000	0	31060000	16030000	17946000	12189000	26321000	35244000	0	0	13355000	13135000	32030000	0	22401000	0	20273000	19244000	12535000	13769000	28520000	0	0	16010000	0	10026000	0	27434000	7641100	0	22626000	20604000	12334000	0	26722000	0	19369000	38093000	0	15264000	0	13886000	13964000	20191000	31791000	25400000	25523000	28564000	16778000	30959000	39129000	49071000	0	27053000	0	36091000	13257000	10659000	0	29550000	15343000	16301000	19010000	14484000	24526000	43062000	0	14098000	17472000	21767000	31375000	0	17708000	14619000	0	0	26401000	11165000	22990000	12583000	14575000	18928000	10665000	0	0	0	19371000	12407000	16443000	13423000	11572000	0	13301000	0	10394000	25532000	15534000	21060000	17646000	16146000	18389000	25982000	13685000	12692000	0	0	30350000	0	28010000	0	10265000	37056000	16539000	33846000	0	31507000	17065000	13897000	22413000	18596000	22541000	11987000	20978000	11471000	11	11	11	21.4	21.4	21.4	82.613	0	25.338	1169200000	119	P46460;G3UX86	P46460	Vesicle-fusing ATPase	Nsf
184970000	51668000	161330000	157360000	116170000	131910000	109010000	139840000	130470000	75689000	222710000	83674000	132980000	71499000	92541000	134720000	109200000	137840000	151430000	94431000	119040000	98710000	131810000	48791000	134280000	101370000	171850000	78576000	108090000	126210000	160050000	129290000	50891000	130820000	72316000	173720000	34604000	120050000	93073000	90737000	72077000	89146000	70306000	104340000	157710000	102720000	204840000	93452000	91212000	111940000	56688000	55995000	102770000	93413000	80744000	131670000	70604000	97741000	124370000	91770000	81366000	126530000	98352000	96018000	170750000	36464000	119840000	158930000	134260000	80406000	76319000	105320000	89674000	123480000	158550000	103950000	156530000	69138000	125770000	104700000	119980000	0	93692000	69061000	139920000	132890000	97011000	129850000	79005000	113860000	77070000	98391000	110970000	93856000	202020000	202090000	169350000	110250000	119990000	174360000	94354000	145920000	127750000	112870000	134220000	94449000	131300000	118400000	74638000	96717000	136740000	91123000	72159000	93660000	22155000	155930000	143680000	175080000	71738000	102440000	95273000	109130000	99203000	109780000	143530000	119300000	93398000	80288000	146430000	88971000	137110000	11	11	11	64	64	64	23.076	0	168.27	7324600000	562	Q9JM14;A2A9X5	Q9JM14;A2A9X5	5(3)-deoxyribonucleotidase, cytosolic type	Nt5c
21098000	34107000	16820000	26198000	13047000	51120000	58333000	17407000	22268000	27312000	36788000	0	32347000	18662000	26630000	25856000	23813000	26821000	40146000	21367000	0	0	16722000	21562000	19707000	12191000	32624000	23298000	0	25477000	47826000	43894000	15577000	25273000	24086000	37236000	16175000	49684000	20447000	23950000	15646000	48745000	0	45618000	14091000	18477000	31693000	0	13580000	36493000	0	16035000	22307000	18539000	21371000	25822000	25197000	38017000	36740000	20910000	20422000	25108000	28633000	16528000	24499000	20283000	35410000	14919000	49194000	23892000	12698000	11700000	0	21816000	23429000	22251000	40060000	0	13704000	0	26393000	0	33861000	17972000	34804000	14933000	27057000	41021000	14079000	48665000	16646000	38973000	23740000	18355000	35850000	50519000	34635000	23271000	0	26582000	16511000	31639000	21930000	17330000	42771000	23666000	53953000	21707000	22711000	22320000	32488000	23036000	30731000	22060000	0	0	15915000	48466000	20822000	18487000	24320000	20805000	23277000	17473000	35638000	46334000	0	21893000	31855000	20825000	17357000	11	11	11	35.2	35.2	35.2	26.24	0	13.414	1671500000	143	Q9CQF3;Q9CZQ0;A0A1D5RM23;A0A1D5RLT7;A0A1D5RLS2	Q9CQF3;Q9CZQ0	Cleavage and polyadenylation specificity factor subunit 5	Nudt21
0	0	0	0	9855300	0	18607000	9921200	0	13099000	0	17560000	14343000	13335000	14112000	0	0	17542000	16116000	16453000	0	0	0	19111000	0	0	0	16969000	0	0	15454000	15694000	6972900	0	18697000	18883000	0	0	15707000	0	0	0	0	10757000	16452000	0	16421000	0	0	15873000	0	15985000	0	20733000	16617000	13403000	13811000	0	12636000	12254000	15908000	0	22216000	14682000	0	0	16083000	0	0	0	12935000	0	17135000	0	12372000	18818000	0	17927000	0	0	0	0	0	22693000	13941000	17841000	0	11852000	12005000	20293000	0	0	0	0	16525000	0	0	0	0	11509000	16792000	8846700	13465000	0	15618000	0	0	10290000	18972000	14646000	0	0	0	12848000	0	21320000	10347000	13348000	18517000	0	21303000	0	17062000	14467000	16960000	0	0	0	0	18955000	0	11	11	11	44.8	44.8	44.8	36.3	0.0014384	5.8994	721020000	45	Q58EU1;A0A0R4J1Y3;Q8BWU5;Q3UQ67;E0CYN9;E9QMF4;E0CXW7;E0CYK9	Q58EU1;A0A0R4J1Y3;Q8BWU5;Q3UQ67;E0CYN9;E9QMF4	Probable tRNA N6-adenosine threonylcarbamoyltransferase	Osgep
140760000	54276000	120220000	162180000	75481000	128340000	71072000	72297000	112730000	59583000	119350000	32151000	129080000	69660000	55974000	142800000	94332000	101960000	108630000	70282000	19648000	91441000	95463000	86784000	85645000	108390000	97126000	34115000	54140000	53988000	69538000	97063000	0	80584000	60193000	91844000	47806000	77869000	79239000	93376000	48614000	72038000	27281000	80660000	74603000	101600000	94622000	82686000	67080000	119970000	85955000	76480000	84821000	72523000	73324000	61049000	56239000	73195000	45287000	68809000	66183000	77290000	54673000	63196000	119770000	65131000	66921000	99196000	73172000	83487000	61221000	76046000	58307000	93835000	85376000	70948000	76559000	37480000	112880000	74426000	92086000	32676000	98335000	55346000	93612000	69896000	98324000	133740000	125540000	143710000	69858000	69966000	85871000	72406000	136770000	90559000	102450000	73332000	43714000	73586000	112740000	121040000	73016000	88783000	90051000	65065000	82024000	92881000	78810000	78255000	115440000	67607000	82464000	79066000	0	99399000	70784000	128810000	33798000	97830000	55994000	61474000	71671000	95461000	79457000	70380000	64428000	40442000	81075000	80848000	112540000	11	11	11	43.3	43.3	43.3	23.782	0	139.14	5197800000	503	Q62422	Q62422	Osteoclast-stimulating factor 1	Ostf1
